REF_AREA,Reference area,AGE,Age,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,fertility_rate
AUS,Australia,Y15T19,From 15 to 19 years,1997,0.0995,A,Normal value,0.0995
ITA,Italy,Y35T39,From 35 to 39 years,1997,0.18488,A,Normal value,0.18488
GBR,United Kingdom,Y15T19,From 15 to 19 years,1997,0.15271,A,Normal value,0.15271
CYP,Cyprus,Y35T39,From 35 to 39 years,1997,0.18361,A,Normal value,0.18361
LTU,Lithuania,Y30T34,From 30 to 34 years,1997,0.21525,A,Normal value,0.21525
BGR,Bulgaria,Y35T39,From 35 to 39 years,1997,0.03663,A,Normal value,0.03663
BEL,Belgium,Y30T34,From 30 to 34 years,1997,0.43578,A,Normal value,0.43578
CHE,Switzerland,Y30T34,From 30 to 34 years,1997,0.48243,A,Normal value,0.48243
KOR,Korea,Y25T29,From 25 to 29 years,1997,0.8025,A,Normal value,0.8025
ISL,Iceland,_T,Total,1997,2.04,A,Normal value,2.04
CHE,Switzerland,Y25T29,From 25 to 29 years,1998,0.51675,A,Normal value,0.51675
ISL,Iceland,Y45T49,From 45 to 49 years,1998,0.00112,A,Normal value,0.00112
EST,Estonia,Y45T49,From 45 to 49 years,1998,0.00079,A,Normal value,0.00079
SVN,Slovenia,Y35T39,From 35 to 39 years,1998,0.08684,A,Normal value,0.08684
GBR,United Kingdom,Y25T29,From 25 to 29 years,1998,0.50619,A,Normal value,0.50619
AUT,Austria,Y20T24,From 20 to 24 years,1998,0.34123,A,Normal value,0.34123
MLT,Malta,Y25T29,From 25 to 29 years,1998,0.7101000000000001,A,Normal value,0.7101000000000001
PRT,Portugal,Y25T29,From 25 to 29 years,1998,0.49267,A,Normal value,0.49267
DNK,Denmark,Y45T49,From 45 to 49 years,1998,0.00109,A,Normal value,0.00109
MLT,Malta,Y40T44,From 40 to 44 years,1998,0.02544,A,Normal value,0.02544
CHE,Switzerland,Y35T39,From 35 to 39 years,1998,0.18047,A,Normal value,0.18047
SVK,Slovak Republic,_T,Total,1998,1.37,A,Normal value,1.37
LUX,Luxembourg,Y45T49,From 45 to 49 years,1998,0.001,A,Normal value,0.001
ISL,Iceland,Y25T29,From 25 to 29 years,1998,0.65963,A,Normal value,0.65963
LTU,Lithuania,Y15T19,From 15 to 19 years,1998,0.15316,A,Normal value,0.15316
CAN,Canada,Y15T19,From 15 to 19 years,1998,0.099,A,Normal value,0.099
SVK,Slovak Republic,Y45T49,From 45 to 49 years,1998,0.00064,A,Normal value,0.00064
PRT,Portugal,Y35T39,From 35 to 39 years,1998,0.14951,A,Normal value,0.14951
GRC,Greece,Y40T44,From 40 to 44 years,1998,0.02422,A,Normal value,0.02422
MLT,Malta,Y35T39,From 35 to 39 years,1998,0.1714599999999999,A,Normal value,0.1714599999999999
GBR,United Kingdom,Y20T24,From 20 to 24 years,1998,0.3639099999999999,A,Normal value,0.3639099999999999
PRT,Portugal,Y20T24,From 20 to 24 years,1998,0.30585,A,Normal value,0.30585
FIN,Finland,Y45T49,From 45 to 49 years,1998,0.0026,A,Normal value,0.0026
SVK,Slovak Republic,Y25T29,From 25 to 29 years,1998,0.44775,A,Normal value,0.44775
SVK,Slovak Republic,Y40T44,From 40 to 44 years,1998,0.0141,A,Normal value,0.0141
LTU,Lithuania,Y35T39,From 35 to 39 years,1998,0.0935199999999999,A,Normal value,0.0935199999999999
CHE,Switzerland,Y45T49,From 45 to 49 years,1998,0.00106,A,Normal value,0.00106
CAN,Canada,Y30T34,From 30 to 34 years,1998,0.4255,A,Normal value,0.4255
PRT,Portugal,Y15T19,From 15 to 19 years,1998,0.10049,A,Normal value,0.10049
LUX,Luxembourg,Y15T19,From 15 to 19 years,1998,0.04895,A,Normal value,0.04895
NOR,Norway,Y20T24,From 20 to 24 years,1998,0.33753,A,Normal value,0.33753
IRL,Ireland,_T,Total,1998,1.94,A,Normal value,1.94
NLD,Netherlands,_T,Total,1998,1.63,A,Normal value,1.63
SVN,Slovenia,_T,Total,1998,1.23,A,Normal value,1.23
LTU,Lithuania,_T,Total,1998,1.46,A,Normal value,1.46
IRL,Ireland,Y15T19,From 15 to 19 years,1998,0.09717,A,Normal value,0.09717
AUT,Austria,Y40T44,From 40 to 44 years,1998,0.02138,A,Normal value,0.02138
ITA,Italy,Y40T44,From 40 to 44 years,1998,0.03777,A,Normal value,0.03777
GBR,United Kingdom,Y40T44,From 40 to 44 years,1998,0.0361099999999999,A,Normal value,0.0361099999999999
ITA,Italy,Y45T49,From 45 to 49 years,1998,0.00102,A,Normal value,0.00102
CHE,Switzerland,_T,Total,1998,1.47,A,Normal value,1.47
AUT,Austria,Y45T49,From 45 to 49 years,1998,0.00075,A,Normal value,0.00075
MKD,North Macedonia,Y40T44,From 40 to 44 years,1998,0.01587,A,Normal value,0.01587
HUN,Hungary,Y45T49,From 45 to 49 years,1998,0.00075,A,Normal value,0.00075
LUX,Luxembourg,Y30T34,From 30 to 34 years,1998,0.5275299999999999,A,Normal value,0.5275299999999999
HUN,Hungary,Y30T34,From 30 to 34 years,1998,0.2412699999999999,A,Normal value,0.2412699999999999
CYP,Cyprus,Y30T34,From 30 to 34 years,1998,0.42323,A,Normal value,0.42323
MLT,Malta,Y30T34,From 30 to 34 years,1998,0.42849,A,Normal value,0.42849
SVK,Slovak Republic,Y35T39,From 35 to 39 years,1998,0.07429,A,Normal value,0.07429
SWE,Sweden,Y35T39,From 35 to 39 years,1998,0.20048,A,Normal value,0.20048
CYP,Cyprus,Y25T29,From 25 to 29 years,1998,0.62566,A,Normal value,0.62566
ISL,Iceland,_T,Total,1998,2.05,A,Normal value,2.05
SWE,Sweden,_T,Total,1998,1.5,A,Normal value,1.5
ITA,Italy,Y15T19,From 15 to 19 years,1998,0.02882,A,Normal value,0.02882
ROU,Romania,Y35T39,From 35 to 39 years,1998,0.05948,A,Normal value,0.05948
AUS,Australia,Y35T39,From 35 to 39 years,1998,0.2285,A,Normal value,0.2285
SVN,Slovenia,Y15T19,From 15 to 19 years,1998,0.0417,A,Normal value,0.0417
NZL,New Zealand,Y30T34,From 30 to 34 years,1998,0.53541,A,Normal value,0.53541
MKD,North Macedonia,Y25T29,From 25 to 29 years,1998,0.64632,A,Normal value,0.64632
ESP,Spain,Y15T19,From 15 to 19 years,1998,0.03669,A,Normal value,0.03669
HUN,Hungary,Y25T29,From 25 to 29 years,1998,0.46448,A,Normal value,0.46448
KOR,Korea,Y45T49,From 45 to 49 years,1998,0.001,A,Normal value,0.001
NZL,New Zealand,_T,Total,1998,1.87843,A,Normal value,1.87843
ESP,Spain,_T,Total,1998,1.13,A,Normal value,1.13
BGR,Bulgaria,_T,Total,1998,1.11,A,Normal value,1.11
CAN,Canada,Y25T29,From 25 to 29 years,1998,0.518,A,Normal value,0.518
LUX,Luxembourg,Y35T39,From 35 to 39 years,1998,0.1958799999999999,A,Normal value,0.1958799999999999
CYP,Cyprus,Y35T39,From 35 to 39 years,1998,0.16885,A,Normal value,0.16885
AUS,Australia,Y25T29,From 25 to 29 years,1998,0.5605,A,Normal value,0.5605
NOR,Norway,Y30T34,From 30 to 34 years,1998,0.52351,A,Normal value,0.52351
ITA,Italy,Y30T34,From 30 to 34 years,1998,0.40663,A,Normal value,0.40663
KOR,Korea,_T,Total,1998,1.464,A,Normal value,1.464
POL,Poland,Y20T24,From 20 to 24 years,1998,0.46493,A,Normal value,0.46493
CYP,Cyprus,Y20T24,From 20 to 24 years,1998,0.44778,A,Normal value,0.44778
NZL,New Zealand,Y20T24,From 20 to 24 years,1998,0.3776999999999999,A,Normal value,0.3776999999999999
HUN,Hungary,Y40T44,From 40 to 44 years,1998,0.01596,A,Normal value,0.01596
POL,Poland,Y30T34,From 30 to 34 years,1998,0.2627299999999999,A,Normal value,0.2627299999999999
CHE,Switzerland,Y30T34,From 30 to 34 years,1998,0.4822999999999999,A,Normal value,0.4822999999999999
FIN,Finland,Y30T34,From 30 to 34 years,1998,0.50328,A,Normal value,0.50328
IRL,Ireland,Y20T24,From 20 to 24 years,1998,0.26103,A,Normal value,0.26103
ITA,Italy,Y25T29,From 25 to 29 years,1998,0.39093,A,Normal value,0.39093
DNK,Denmark,Y40T44,From 40 to 44 years,1998,0.0294299999999999,A,Normal value,0.0294299999999999
MKD,North Macedonia,_T,Total,1998,1.9,A,Normal value,1.9
NOR,Norway,Y40T44,From 40 to 44 years,1998,0.03434,A,Normal value,0.03434
AUS,Australia,Y30T34,From 30 to 34 years,1998,0.5375,A,Normal value,0.5375
AUS,Australia,Y45T49,From 45 to 49 years,1998,0.0015,A,Normal value,0.0015
ITA,Italy,Y20T24,From 20 to 24 years,1998,0.1606199999999999,A,Normal value,0.1606199999999999
IRL,Ireland,Y30T34,From 30 to 34 years,1998,0.6563,A,Normal value,0.6563
MKD,North Macedonia,Y30T34,From 30 to 34 years,1998,0.29786,A,Normal value,0.29786
CZE,Czechia,Y25T29,From 25 to 29 years,1998,0.41982,A,Normal value,0.41982
SWE,Sweden,Y40T44,From 40 to 44 years,1998,0.03632,A,Normal value,0.03632
CZE,Czechia,Y30T34,From 30 to 34 years,1998,0.18917,A,Normal value,0.18917
SWE,Sweden,Y45T49,From 45 to 49 years,1998,0.00148,A,Normal value,0.00148
MLT,Malta,Y15T19,From 15 to 19 years,1998,0.12391,A,Normal value,0.12391
ROU,Romania,Y15T19,From 15 to 19 years,1998,0.19347,A,Normal value,0.19347
IRL,Ireland,Y40T44,From 40 to 44 years,1998,0.06584,A,Normal value,0.06584
ISL,Iceland,Y30T34,From 30 to 34 years,1998,0.5244300000000001,A,Normal value,0.5244300000000001
IRL,Ireland,Y25T29,From 25 to 29 years,1998,0.51417,A,Normal value,0.51417
ESP,Spain,Y25T29,From 25 to 29 years,1998,0.33584,A,Normal value,0.33584
SVN,Slovenia,Y45T49,From 45 to 49 years,1998,0.0006,A,Normal value,0.0006
FRA,France,Y35T39,From 35 to 39 years,1998,0.20441,A,Normal value,0.20441
SVN,Slovenia,Y40T44,From 40 to 44 years,1998,0.0154399999999999,A,Normal value,0.0154399999999999
ESP,Spain,Y30T34,From 30 to 34 years,1998,0.4341,A,Normal value,0.4341
BEL,Belgium,Y30T34,From 30 to 34 years,1998,0.44121,A,Normal value,0.44121
ROU,Romania,Y30T34,From 30 to 34 years,1998,0.1695799999999999,A,Normal value,0.1695799999999999
PRT,Portugal,Y30T34,From 30 to 34 years,1998,0.3957099999999999,A,Normal value,0.3957099999999999
DNK,Denmark,Y30T34,From 30 to 34 years,1998,0.54358,A,Normal value,0.54358
CYP,Cyprus,_T,Total,1998,1.76,A,Normal value,1.76
GBR,United Kingdom,Y35T39,From 35 to 39 years,1998,0.1975199999999999,A,Normal value,0.1975199999999999
NZL,New Zealand,Y35T39,From 35 to 39 years,1998,0.23995,A,Normal value,0.23995
HUN,Hungary,_T,Total,1998,1.32,A,Normal value,1.32
SVK,Slovak Republic,Y15T19,From 15 to 19 years,1998,0.1304,A,Normal value,0.1304
EST,Estonia,_T,Total,1998,1.28,A,Normal value,1.28
BEL,Belgium,Y40T44,From 40 to 44 years,1998,0.02094,A,Normal value,0.02094
NOR,Norway,Y25T29,From 25 to 29 years,1998,0.6399600000000001,A,Normal value,0.6399600000000001
CAN,Canada,Y40T44,From 40 to 44 years,1998,0.026,A,Normal value,0.026
EST,Estonia,Y40T44,From 40 to 44 years,1998,0.01722,A,Normal value,0.01722
FRA,France,Y45T49,From 45 to 49 years,1998,0.00156,A,Normal value,0.00156
NLD,Netherlands,Y25T29,From 25 to 29 years,1998,0.49628,A,Normal value,0.49628
ESP,Spain,Y45T49,From 45 to 49 years,1998,0.0011799999999999,A,Normal value,0.0011799999999999
CYP,Cyprus,Y45T49,From 45 to 49 years,1998,0.00139,A,Normal value,0.00139
CHE,Switzerland,Y40T44,From 40 to 44 years,1998,0.0281999999999999,A,Normal value,0.0281999999999999
FIN,Finland,Y15T19,From 15 to 19 years,1998,0.0466,A,Normal value,0.0466
SVN,Slovenia,Y25T29,From 25 to 29 years,1998,0.49149,A,Normal value,0.49149
FIN,Finland,Y40T44,From 40 to 44 years,1998,0.04484,A,Normal value,0.04484
BGR,Bulgaria,Y40T44,From 40 to 44 years,1998,0.0074299999999999,A,Normal value,0.0074299999999999
FIN,Finland,_T,Total,1998,1.7,A,Normal value,1.7
MKD,North Macedonia,Y35T39,From 35 to 39 years,1998,0.095,A,Normal value,0.095
BEL,Belgium,Y25T29,From 25 to 29 years,1998,0.64622,A,Normal value,0.64622
SVN,Slovenia,Y20T24,From 20 to 24 years,1998,0.3272899999999999,A,Normal value,0.3272899999999999
CYP,Cyprus,Y40T44,From 40 to 44 years,1998,0.03334,A,Normal value,0.03334
POL,Poland,Y25T29,From 25 to 29 years,1998,0.47802,A,Normal value,0.47802
NOR,Norway,_T,Total,1998,1.81,A,Normal value,1.81
KOR,Korea,Y25T29,From 25 to 29 years,1998,0.764,A,Normal value,0.764
EST,Estonia,Y30T34,From 30 to 34 years,1998,0.20971,A,Normal value,0.20971
GRC,Greece,Y30T34,From 30 to 34 years,1998,0.34704,A,Normal value,0.34704
LTU,Lithuania,Y30T34,From 30 to 34 years,1998,0.23086,A,Normal value,0.23086
FRA,France,Y30T34,From 30 to 34 years,1998,0.5091600000000001,A,Normal value,0.5091600000000001
BEL,Belgium,Y15T19,From 15 to 19 years,1998,0.04989,A,Normal value,0.04989
CZE,Czechia,Y20T24,From 20 to 24 years,1998,0.39824,A,Normal value,0.39824
DNK,Denmark,Y15T19,From 15 to 19 years,1998,0.03859,A,Normal value,0.03859
FIN,Finland,Y20T24,From 20 to 24 years,1998,0.30052,A,Normal value,0.30052
ROU,Romania,Y45T49,From 45 to 49 years,1998,0.00098,A,Normal value,0.00098
MLT,Malta,Y20T24,From 20 to 24 years,1998,0.4193699999999999,A,Normal value,0.4193699999999999
ESP,Spain,Y20T24,From 20 to 24 years,1998,0.1144999999999999,A,Normal value,0.1144999999999999
ROU,Romania,Y20T24,From 20 to 24 years,1998,0.4852599999999999,A,Normal value,0.4852599999999999
BGR,Bulgaria,Y30T34,From 30 to 34 years,1998,0.12159,A,Normal value,0.12159
GRC,Greece,Y45T49,From 45 to 49 years,1998,0.00224,A,Normal value,0.00224
GBR,United Kingdom,Y15T19,From 15 to 19 years,1998,0.15409,A,Normal value,0.15409
ITA,Italy,_T,Total,1998,1.21,A,Normal value,1.21
BEL,Belgium,_T,Total,1998,1.6,A,Normal value,1.6
FRA,France,Y15T19,From 15 to 19 years,1998,0.05314,A,Normal value,0.05314
POL,Poland,Y40T44,From 40 to 44 years,1998,0.02427,A,Normal value,0.02427
NLD,Netherlands,Y45T49,From 45 to 49 years,1998,0.00147,A,Normal value,0.00147
AUS,Australia,Y40T44,From 40 to 44 years,1998,0.0405,A,Normal value,0.0405
NLD,Netherlands,Y30T34,From 30 to 34 years,1998,0.64461,A,Normal value,0.64461
SVN,Slovenia,Y30T34,From 30 to 34 years,1998,0.27053,A,Normal value,0.27053
SWE,Sweden,Y30T34,From 30 to 34 years,1998,0.4639399999999999,A,Normal value,0.4639399999999999
ISL,Iceland,Y40T44,From 40 to 44 years,1998,0.05309,A,Normal value,0.05309
ESP,Spain,Y40T44,From 40 to 44 years,1998,0.0274199999999999,A,Normal value,0.0274199999999999
MKD,North Macedonia,Y20T24,From 20 to 24 years,1998,0.67499,A,Normal value,0.67499
CAN,Canada,Y20T24,From 20 to 24 years,1998,0.32,A,Normal value,0.32
SWE,Sweden,Y25T29,From 25 to 29 years,1998,0.52464,A,Normal value,0.52464
EST,Estonia,Y35T39,From 35 to 39 years,1998,0.08281,A,Normal value,0.08281
LTU,Lithuania,Y45T49,From 45 to 49 years,1998,0.001,A,Normal value,0.001
LUX,Luxembourg,Y40T44,From 40 to 44 years,1998,0.02973,A,Normal value,0.02973
MKD,North Macedonia,Y15T19,From 15 to 19 years,1998,0.16783,A,Normal value,0.16783
NOR,Norway,Y15T19,From 15 to 19 years,1998,0.06128,A,Normal value,0.06128
GRC,Greece,Y15T19,From 15 to 19 years,1998,0.05428,A,Normal value,0.05428
LTU,Lithuania,Y20T24,From 20 to 24 years,1998,0.5249,A,Normal value,0.5249
FIN,Finland,Y35T39,From 35 to 39 years,1998,0.22018,A,Normal value,0.22018
AUT,Austria,_T,Total,1998,1.37,A,Normal value,1.37
POL,Poland,Y35T39,From 35 to 39 years,1998,0.10962,A,Normal value,0.10962
FRA,France,Y40T44,From 40 to 44 years,1998,0.03916,A,Normal value,0.03916
PRT,Portugal,Y40T44,From 40 to 44 years,1998,0.0267,A,Normal value,0.0267
KOR,Korea,Y30T34,From 30 to 34 years,1998,0.3594999999999999,A,Normal value,0.3594999999999999
EST,Estonia,Y15T19,From 15 to 19 years,1998,0.14099,A,Normal value,0.14099
BEL,Belgium,Y35T39,From 35 to 39 years,1998,0.13902,A,Normal value,0.13902
BGR,Bulgaria,Y20T24,From 20 to 24 years,1998,0.4232599999999999,A,Normal value,0.4232599999999999
ISL,Iceland,Y35T39,From 35 to 39 years,1998,0.24933,A,Normal value,0.24933
SVK,Slovak Republic,Y30T34,From 30 to 34 years,1998,0.2103499999999999,A,Normal value,0.2103499999999999
